YearStart,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Class,Topic,Question,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Break_Out_Category,Break_Out,ClassId,TopicId,QuestionId,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationId,GeoLocation
2019,US,United States,Medicare,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",5395.0,5395.0,,,5381.7,5408.2,Gender,Male,C1,T1,MD101,Crude,BOC02,GEN01,59,
2019,VI,Virginia,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),"Prevalence of in-hospital mortality among acute myocardial infarction (heart attack) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),5.5,5.5,,,4.7,6.5,Gender,Male,C1,T3,MD403,Crude,BOC02,GEN01,51,POINT (-78.45789046 37.54268067)
2019,WY,Wyoming,Medicare,None,,None,,Cardiovascular Diseases,Heart Failure,Heart failure hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",427.4,427.4,,,192.0,951.2,Race,Other,C1,T5,MD501,Crude,BOC04,RAC07,56,POINT (-108.1098304 43.23554134)
2019,ND,North Dakota,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",1204.8,1204.8,,,169.7,8553.1,Race,Hispanic,C1,T4,MD301,Crude,BOC04,RAC04,38,POINT (-100.118421 47.47531978)
2019,MO,Missouri,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),"Prevalence of in-hospital mortality among acute myocardial infarction (heart attack) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),0.0,0.0,,,-1.0,-1.0,Race,Hispanic,C1,T3,MD403,Crude,BOC04,RAC04,29,POINT (-92.56630005 38.63579078)
2019,WA,Washington,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",613.3,613.3,,,484.4,776.5,Race,Non-Hispanic Black,C1,T4,MD301,Crude,BOC04,RAC02,53,POINT (-120.4700108 47.52227863)
2019,ND,North Dakota,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),4.7,4.7,,,3.1,7.1,Gender,Male,C1,T4,MD303,Crude,BOC02,GEN01,38,POINT (-100.118421 47.47531978)
2019,MO,Missouri,Medicare,None,,None,,Cardiovascular Diseases,Heart Failure,Heart failure hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",172.3,172.3,,,158.2,187.7,Gender,Female,C1,T5,MD501,Crude,BOC02,GEN02,29,POINT (-92.56630005 38.63579078)
2019,MN,Minnesota,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",664.9,664.9,,,502.6,879.8,Race,Unknown,C1,T4,MD301,Crude,BOC04,RAC08,27,POINT (-94.7942005 46.35564874)
2019,VT,Vermont,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute myocardial infarction (heart attack) hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",787.3,787.3,,,731.6,847.2,Race,Non-Hispanic White,C1,T3,MD401,Crude,BOC04,RAC01,50,POINT (-72.51764079 43.62538124)
2019,US,United States,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute myocardial infarction (heart attack) hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",399.8,399.8,,,383.5,416.8,Race,Unknown,C1,T3,MD401,Crude,BOC04,RAC08,59,
2019,MS,Mississippi,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",1002.6,1002.6,,,933.6,1076.8,Race,Non-Hispanic Black,C1,T4,MD301,Crude,BOC04,RAC02,28,POINT (-89.53803082 32.7455101)
2019,KY,Kentucky,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),4.7,4.7,,,4.2,5.4,Race,Non-Hispanic White,C1,T4,MD303,Crude,BOC04,RAC01,21,POINT (-84.77497105 37.64597027)
2019,DE,Delaware,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),"Prevalence of in-hospital mortality among acute myocardial infarction (heart attack) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),0.0,0.0,,,-1.0,-1.0,Race,Hispanic,C1,T3,MD403,Crude,BOC04,RAC04,10,POINT (-75.57774117 39.00883067)
2019,WA,Washington,Medicare,None,,None,,Cardiovascular Diseases,Heart Failure,Heart failure hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",271.2,271.2,,,252.6,291.1,Age,75+,C1,T5,MD501,Crude,BOC03,AGE08,53,POINT (-120.4700108 47.52227863)
2019,ID,Idaho,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",757.2,757.2,,,715.0,801.8,Race,Non-Hispanic White,C1,T4,MD301,Crude,BOC04,RAC01,16,POINT (-114.36373 43.68263001)
2019,CT,Connecticut,Medicare,None,,None,,Cardiovascular Diseases,Heart Failure,Heart failure hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",132.3,132.3,,,55.1,318.0,Race,Other,C1,T5,MD501,Crude,BOC04,RAC07,9,POINT (-72.64984095 41.56266102)
2019,NH,New Hampshire,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),"Prevalence of in-hospital mortality among acute myocardial infarction (heart attack) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),25.0,25.0,,,6.3,100.0,Race,Non-Hispanic Asian,C1,T3,MD403,Crude,BOC04,RAC03,33,POINT (-71.50036092 43.65595011)
2019,NB,Nebraska,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),20.8,20.8,,,8.7,50.1,Race,Other,C1,T4,MD303,Crude,BOC04,RAC07,31,POINT (-99.36572062 41.64104099)
2019,FL,Florida,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute myocardial infarction (heart attack) hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",582.1,582.1,,,492.7,687.8,Race,Other,C1,T3,MD401,Crude,BOC04,RAC07,12,POINT (-81.92896054 28.93204038)
2019,ND,North Dakota,Medicare,None,,None,,Cardiovascular Diseases,Heart Failure,Heart failure hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",227.4,227.4,,,196.3,263.4,Race,Non-Hispanic White,C1,T5,MD501,Crude,BOC04,RAC01,38,POINT (-100.118421 47.47531978)
2019,DC,"Washington, DC",Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",445.0,445.0,,,356.4,555.6,Race,Non-Hispanic White,C1,T4,MD301,Crude,BOC04,RAC01,11,POINT (-77.03196113 38.89037139)
2019,DC,"Washington, DC",Medicare,None,,None,,Cardiovascular Diseases,Heart Failure,Heart failure hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",0.0,0.0,,,0.0,0.0,Race,Unknown,C1,T5,MD501,Crude,BOC04,RAC08,11,POINT (-77.03196113 38.89037139)
2019,OH,Ohio,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),4.1,4.1,,,3.7,4.5,Race,Non-Hispanic White,C1,T4,MD303,Crude,BOC04,RAC01,39,POINT (-82.40426006 40.06021014)
2019,MN,Minnesota,Medicare,None,,None,,Cardiovascular Diseases,Heart Failure,Heart failure hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",212.0,212.0,,,95.2,471.9,Race,Non-Hispanic Asian,C1,T5,MD501,Crude,BOC04,RAC03,27,POINT (-94.7942005 46.35564874)
2019,WI,Wisconsin,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),"Prevalence of in-hospital mortality among acute myocardial infarction (heart attack) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),16.7,16.7,,,6.9,40.0,Race,Non-Hispanic Asian,C1,T3,MD403,Crude,BOC04,RAC03,55,POINT (-89.81637074 44.39319117)
2019,OH,Ohio,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),"Prevalence of in-hospital mortality among acute myocardial infarction (heart attack) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),6.7,6.7,,,5.9,7.5,Age,75+,C1,T3,MD403,Crude,BOC03,AGE08,39,POINT (-82.40426006 40.06021014)
2019,VI,Virginia,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),"Prevalence of in-hospital mortality among acute myocardial infarction (heart attack) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),5.2,5.2,,,2.1,12.4,Race,Non-Hispanic Asian,C1,T3,MD403,Crude,BOC04,RAC03,51,POINT (-78.45789046 37.54268067)
2019,SD,South Dakota,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",1279.4,1279.4,,,984.6,1662.5,Race,Other,C1,T4,MD301,Crude,BOC04,RAC07,46,POINT (-100.3735306 44.35313005)
2019,MI,Michigan,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute myocardial infarction (heart attack) hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",477.8,477.8,,,386.8,590.2,Race,Unknown,C1,T3,MD401,Crude,BOC04,RAC08,26,POINT (-84.71439027 44.66131954)
2019,HI,Hawaii,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),7.5,7.5,,,4.8,11.6,Gender,Female,C1,T4,MD303,Crude,BOC02,GEN02,15,POINT (-157.8577494 21.30485044)
2019,PA,Pennsylvania,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),"Prevalence of in-hospital mortality among acute myocardial infarction (heart attack) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),10.0,10.0,,,2.5,40.0,Race,Hispanic,C1,T3,MD403,Crude,BOC04,RAC04,42,POINT (-77.86070029 40.79373015)
2019,SC,South Carolina,Medicare,None,,None,,Cardiovascular Diseases,Heart Failure,Heart failure hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",194.5,194.5,,,177.3,213.4,Age,75+,C1,T5,MD501,Crude,BOC03,AGE08,45,POINT (-81.04537121 33.9988213)
2019,NV,Nevada,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",1254.4,1254.4,,,1189.1,1323.2,Gender,Male,C1,T4,MD301,Crude,BOC02,GEN01,32,POINT (-117.0718406 39.49324039)
2019,WY,Wyoming,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute myocardial infarction (heart attack) hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",606.8,606.8,,,554.6,664.0,Race,Non-Hispanic White,C1,T3,MD401,Crude,BOC04,RAC01,56,POINT (-108.1098304 43.23554134)
2019,AL,Alabama,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute myocardial infarction (heart attack) hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",904.2,904.2,,,861.0,949.5,Gender,Male,C1,T3,MD401,Crude,BOC02,GEN01,1,POINT (-86.63186076 32.84057112)
2019,FL,Florida,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),4.4,4.4,,,3.4,5.8,Race,Non-Hispanic Black,C1,T4,MD303,Crude,BOC04,RAC02,12,POINT (-81.92896054 28.93204038)
2019,ME,Maine,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),"Prevalence of in-hospital mortality among acute myocardial infarction (heart attack) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),0.0,0.0,,,-1.0,-1.0,Race,Non-Hispanic Asian,C1,T3,MD403,Crude,BOC04,RAC03,23,POINT (-68.98503134 45.25422889)
2019,KY,Kentucky,Medicare,None,,None,,Cardiovascular Diseases,Heart Failure,Heart failure hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",231.5,231.5,,,210.4,254.7,Gender,Male,C1,T5,MD501,Crude,BOC02,GEN01,21,POINT (-84.77497105 37.64597027)
2019,IN,Indiana,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute myocardial infarction (heart attack) hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",269.7,269.7,,,121.1,600.2,Race,Hispanic,C1,T3,MD401,Crude,BOC04,RAC04,18,POINT (-86.14996019 39.76691045)
2019,MS,Mississippi,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),4.6,4.6,,,3.7,5.8,Gender,Female,C1,T4,MD303,Crude,BOC02,GEN02,28,POINT (-89.53803082 32.7455101)
2019,NV,Nevada,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute myocardial infarction (heart attack) hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",613.0,613.0,,,578.3,649.8,Race,Non-Hispanic White,C1,T3,MD401,Crude,BOC04,RAC01,32,POINT (-117.0718406 39.49324039)
2019,GA,Georgia,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),"Prevalence of in-hospital mortality among acute myocardial infarction (heart attack) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),0.0,0.0,,,-1.0,-1.0,Race,Hispanic,C1,T3,MD403,Crude,BOC04,RAC04,13,POINT (-83.62758035 32.83968109)
2019,UT,Utah,Medicare,None,,None,,Cardiovascular Diseases,Heart Failure,Heart failure hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",257.4,257.4,,,224.0,295.8,Age,75+,C1,T5,MD501,Crude,BOC03,AGE08,49,POINT (-111.5871306 39.36070017)
2019,NM,New Mexico,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),"Prevalence of in-hospital mortality among acute myocardial infarction (heart attack) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),6.4,6.4,,,4.6,9.1,Gender,Female,C1,T3,MD403,Crude,BOC02,GEN02,35,POINT (-106.240581 34.52088095)
2019,MT,Montana,Medicare,None,,None,,Cardiovascular Diseases,Heart Failure,Heart failure hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",757.6,757.6,,,189.5,3029.1,Race,Non-Hispanic Asian,C1,T5,MD501,Crude,BOC04,RAC03,30,POINT (-109.4244206 47.06652897)
2019,PA,Pennsylvania,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",1147.9,1147.9,,,1117.6,1179.0,Age,75+,C1,T4,MD301,Crude,BOC03,AGE08,42,POINT (-77.86070029 40.79373015)
2019,UT,Utah,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),2.7,2.7,,,1.8,4.0,Gender,Male,C1,T4,MD303,Crude,BOC02,GEN01,49,POINT (-111.5871306 39.36070017)
2019,WY,Wyoming,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),"Prevalence of in-hospital mortality among acute myocardial infarction (heart attack) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),5.9,5.9,,,3.3,10.3,Gender,Female,C1,T3,MD403,Crude,BOC02,GEN02,56,POINT (-108.1098304 43.23554134)
2019,IN,Indiana,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",1069.4,1069.4,,,1043.0,1096.5,Race,Non-Hispanic White,C1,T4,MD301,Crude,BOC04,RAC01,18,POINT (-86.14996019 39.76691045)
2019,WV,West Virginia,Medicare,None,,None,,Cardiovascular Diseases,Heart Failure,Heart failure hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",117.9,117.9,,,29.5,471.5,Race,Unknown,C1,T5,MD501,Crude,BOC04,RAC08,54,POINT (-80.71264013 38.6655102)
2019,OR,Oregon,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",824.3,824.3,,,582.9,1165.6,Race,Hispanic,C1,T4,MD301,Crude,BOC04,RAC04,41,POINT (-120.1550313 44.56744942)
2019,WA,Washington,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),"Prevalence of in-hospital mortality among acute myocardial infarction (heart attack) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),3.3,3.3,,,0.5,23.7,Race,Hispanic,C1,T3,MD403,Crude,BOC04,RAC04,53,POINT (-120.4700108 47.52227863)
2019,IL,Illinois,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),4.1,4.1,,,3.7,4.7,Gender,Male,C1,T4,MD303,Crude,BOC02,GEN01,17,POINT (-88.99771018 40.48501028)
2019,DC,"Washington, DC",Medicare,None,,None,,Cardiovascular Diseases,Heart Failure,Heart failure hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",86.7,86.7,,,12.2,615.2,Race,Hispanic,C1,T5,MD501,Crude,BOC04,RAC04,11,POINT (-77.03196113 38.89037139)
2019,UT,Utah,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),"Prevalence of in-hospital mortality among acute myocardial infarction (heart attack) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),0.0,0.0,,,-1.0,-1.0,Race,Non-Hispanic Asian,C1,T3,MD403,Crude,BOC04,RAC03,49,POINT (-111.5871306 39.36070017)
2019,ME,Maryland,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",818.5,818.5,,,792.6,845.2,Race,Non-Hispanic White,C1,T4,MD301,Crude,BOC04,RAC01,24,POINT (-76.60926011 39.29058096)
2019,LA,Louisiana,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),"Prevalence of in-hospital mortality among acute myocardial infarction (heart attack) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),9.9,9.9,,,7.5,13.1,Race,Non-Hispanic Black,C1,T3,MD403,Crude,BOC04,RAC02,22,POINT (-92.44568007 31.31266064)
2019,AL,Alabama,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",833.9,833.9,,,484.2,1436.1,Race,Non-Hispanic Asian,C1,T4,MD301,Crude,BOC04,RAC03,1,POINT (-86.63186076 32.84057112)
2019,WY,Wyoming,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),"Prevalence of in-hospital mortality among acute myocardial infarction (heart attack) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),0.0,0.0,,,-1.0,-1.0,Race,Other,C1,T3,MD403,Crude,BOC04,RAC07,56,POINT (-108.1098304 43.23554134)
2019,KS,Kansas,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",1441.5,1441.5,,,1381.3,1504.3,Gender,Male,C1,T4,MD301,Crude,BOC02,GEN01,20,POINT (-98.20078123 38.3477403)
2019,NH,New Hampshire,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",314.5,314.5,,,44.3,2232.4,Race,Hispanic,C1,T4,MD301,Crude,BOC04,RAC04,33,POINT (-71.50036092 43.65595011)
2019,PA,Pennsylvania,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),3.1,3.1,,,1.3,7.5,Race,Unknown,C1,T4,MD303,Crude,BOC04,RAC08,42,POINT (-77.86070029 40.79373015)
2019,SC,South Carolina,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute myocardial infarction (heart attack) hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",560.7,560.7,,,251.9,1248.2,Race,Hispanic,C1,T3,MD401,Crude,BOC04,RAC04,45,POINT (-81.04537121 33.9988213)
2019,WY,Wyoming,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),7.1,7.1,,,4.7,10.6,Age,75+,C1,T4,MD303,Crude,BOC03,AGE08,56,POINT (-108.1098304 43.23554134)
2019,MS,Mississippi,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Acute myocardial infarction (heart attack) hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",427.4,427.4,,,203.7,896.4,Race,Other,C1,T3,MD401,Crude,BOC04,RAC07,28,POINT (-89.53803082 32.7455101)
2019,IN,Indiana,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),5.3,5.3,,,4.6,6.1,Age,75+,C1,T4,MD303,Crude,BOC03,AGE08,18,POINT (-86.14996019 39.76691045)
2019,NB,Nebraska,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),"Prevalence of in-hospital mortality among acute myocardial infarction (heart attack) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),6.7,6.7,,,0.9,47.3,Race,Non-Hispanic Black,C1,T3,MD403,Crude,BOC04,RAC02,31,POINT (-99.36572062 41.64104099)
2019,AR,Arkansas,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),"Prevalence of in-hospital mortality among acute myocardial infarction (heart attack) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),20.0,20.0,,,2.8,142.0,Race,Hispanic,C1,T3,MD403,Crude,BOC04,RAC04,5,POINT (-92.27449074 34.74865012)
2019,ME,Maryland,Medicare,None,,None,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),"Prevalence of in-hospital mortality among acute myocardial infarction (heart attack) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare",Crude,Percent (%),10.8,10.8,,,5.1,22.6,Race,Other,C1,T3,MD403,Crude,BOC04,RAC07,24,POINT (-76.60926011 39.29058096)
2019,TX,Texas,Medicare,None,,None,,Cardiovascular Diseases,Heart Failure,Heart failure hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",118.1,118.1,,,111.5,125.1,Gender,Female,C1,T5,MD501,Crude,BOC02,GEN02,48,POINT (-99.42677021 31.82724041)
2019,MN,Minnesota,Medicare,None,,None,,Cardiovascular Diseases,Heart Failure,Heart failure hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",239.9,239.9,,,217.6,264.5,Gender,Male,C1,T5,MD501,Crude,BOC02,GEN01,27,POINT (-94.7942005 46.35564874)
2019,UT,Utah,Medicare,None,,None,,Cardiovascular Diseases,Heart Failure,Heart failure hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",0.0,0.0,,,-1.0,-1.0,Race,Non-Hispanic Asian,C1,T5,MD501,Crude,BOC04,RAC03,49,POINT (-111.5871306 39.36070017)
2019,KY,Kentucky,Medicare,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among Medicare beneficiaries (65+); CMS Medicare,Crude,"Rate per 100,000",663.4,663.4,,,474.0,928.5,Race,Unknown,C1,T4,MD301,Crude,BOC04,RAC08,21,POINT (-84.77497105 37.64597027)
